Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
12106,0.31,Premium,E,VVS2,61.4,58.0,4.36,4.33,2.67,1046
3850,0.52,Ideal,G,VS2,62.2,55.0,5.18,5.14,3.21,1577
24157,1.01,Fair,E,VS2,66.6,55.0,6.27,6.2,4.15,4525
4257,1.26,Very Good,H,SI1,62.5,56.0,6.88,6.93,4.31,7477
1037,2.01,Good,D,SI2,59.9,65.0,8.0,8.07,4.81,16624
21804,1.08,Ideal,D,VS2,61.9,58.0,6.54,6.57,4.06,8481
17503,0.3,Ideal,E,VS2,62.1,55.0,4.32,4.35,2.69,621
1770,0.38,Ideal,D,VVS2,61.3,56.0,4.63,4.73,2.87,1200
4225,0.75,Ideal,E,VS2,61.7,56.0,5.86,5.84,3.61,3150
15801,0.3,Premium,H,VVS1,60.7,58.0,4.38,4.35,2.65,796
25511,0.41,Very Good,G,SI1,62.8,58.0,4.72,4.74,2.97,671
10458,1.72,Premium,F,SI1,62.0,58.0,7.68,7.65,4.75,14892
23392,1.12,Ideal,F,VVS2,61.4,57.0,6.66,6.69,4.1,9461
17341,0.7,Very Good,G,VS2,63.1,58.0,5.65,5.61,3.55,2479
26805,0.32,Ideal,D,SI1,62.1,54.0,4.4,4.45,2.75,715
23684,0.6,Good,F,SI1,57.1,61.0,5.68,5.57,3.21,1599
13662,2.0,Premium,H,SI1,63.0,54.0,8.07,7.99,5.06,14319
19582,1.34,Premium,H,SI1,62.4,57.0,7.07,6.96,4.38,6814
6769,2.03,Premium,J,SI2,60.4,59.0,8.15,8.12,4.91,9435
17302,1.2,Premium,G,VS2,61.4,60.0,6.77,6.81,4.17,7603
4116,1.53,Ideal,I,SI2,62.4,54.0,7.34,7.41,4.6,7859
11050,0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77,579
2207,0.35,Ideal,D,VS1,63.0,57.0,4.51,4.48,2.83,990
10081,0.52,Ideal,G,VVS1,60.7,55.0,5.19,5.29,3.18,2065
5769,1.5,Very Good,G,SI2,58.5,62.0,7.4,7.44,4.34,8580
20571,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,15451
26121,0.8,Ideal,E,SI1,61.1,56.0,5.98,6.01,3.66,4053
19489,0.41,Ideal,E,VS1,62.0,55.0,4.74,4.77,2.95,1079
17293,1.18,Very Good,H,SI1,63.3,55.0,6.75,6.72,4.26,5815
17326,0.71,Premium,F,VS2,59.6,59.0,5.81,5.77,3.45,2686
11989,0.7,Very Good,E,SI1,63.5,58.0,5.65,5.62,3.58,2592
1255,0.72,Ideal,G,VVS1,61.7,54.8,5.73,5.77,3.55,3548
15595,0.53,Ideal,E,VS2,61.9,56.0,5.21,5.19,3.22,1813
20724,2.18,Ideal,J,VS2,60.3,57.0,8.41,8.45,5.08,16427
19990,0.3,Very Good,H,SI1,,63.0,4.4,4.35,2.6,540
22885,0.4,Very Good,I,VVS2,,58.0,4.64,4.68,2.97,782
4489,2.03,Ideal,I,SI1,61.8,57.0,8.07,8.14,5.01,15272
19042,0.32,Ideal,G,IF,61.9,53.0,4.42,4.47,2.75,918
21944,1.14,Ideal,F,VS1,61.1,55.0,6.74,6.78,4.13,8953
17272,0.35,Ideal,H,VS2,61.7,56.0,4.55,4.59,2.82,571
5888,0.31,Premium,I,VS1,62.6,59.0,4.29,4.33,2.7,489
11432,0.5,Very Good,J,VS2,63.4,58.0,5.07,5.02,3.2,1023
25078,1.03,Fair,E,SI2,65.3,59.0,6.3,6.25,4.1,3876
18502,0.7,Very Good,G,VS1,60.8,56.0,5.72,5.76,3.49,2512
15331,1.02,Premium,H,VS2,61.0,58.0,6.56,6.49,3.98,5666
7836,0.55,Ideal,E,SI2,62.0,56.0,5.27,5.22,3.25,1273
10375,0.42,Ideal,G,IF,62.2,54.0,4.81,4.84,3.0,1289
14173,1.5,Good,E,SI2,64.5,58.0,7.06,7.11,4.57,8492
16409,0.72,Ideal,E,SI2,61.9,55.0,5.76,5.78,3.57,2398
12091,1.01,Premium,F,VS2,60.9,58.0,6.47,6.41,3.92,6446
8389,0.41,Premium,D,SI1,62.1,59.0,4.76,4.74,2.95,1015
5692,1.01,Very Good,G,VS2,62.5,59.0,6.34,6.37,3.97,6204
15703,0.7,Very Good,F,SI1,63.5,59.0,5.59,5.65,3.57,2264
5760,1.6,Premium,H,SI2,62.4,60.0,7.48,7.43,4.65,9229
19157,1.14,Premium,H,SI2,60.6,59.0,6.77,6.8,4.11,4702
10405,0.9,Good,E,SI1,,55.0,6.12,6.22,3.92,3570
7012,0.53,Premium,D,VS2,60.4,58.0,5.23,5.26,3.17,1857
11601,0.3,Ideal,H,VS1,62.2,54.0,4.29,4.33,2.68,539
370,1.5,Premium,E,SI2,61.5,60.0,7.29,7.22,4.46,7182
21526,1.12,Very Good,H,SI2,62.4,55.0,6.63,6.68,4.15,4538
8072,1.21,Good,E,VS1,61.7,58.0,6.73,6.78,4.17,8902
5482,1.65,Premium,I,SI2,62.0,59.0,7.61,7.54,4.7,8590
4818,0.3,Premium,H,VS2,62.9,59.0,4.3,4.26,2.69,608
18117,0.29,Very Good,F,VVS2,62.7,58.0,4.22,4.26,2.66,664
3111,0.9,Premium,F,SI1,62.8,59.0,6.16,6.13,3.86,3992
22513,0.7,Ideal,F,I1,62.1,57.0,5.67,5.64,3.52,1928
11798,0.9,Premium,E,SI2,62.2,60.0,6.15,6.19,3.84,3662
8511,0.3,Ideal,D,VS2,62.2,55.0,4.33,4.29,2.68,911
6288,0.51,Very Good,E,VS2,63.3,56.0,5.12,5.08,3.23,1781
14996,0.71,Ideal,F,SI1,59.8,53.0,5.86,5.82,3.49,2838
20475,0.4,Ideal,G,SI1,62.3,54.0,4.74,4.77,2.96,741
13606,0.31,Ideal,E,SI1,62.4,57.0,4.31,4.34,2.7,544
9026,0.71,Fair,D,VS2,56.9,65.0,5.89,5.84,3.34,2858
21866,0.75,Fair,F,SI1,64.6,57.0,5.7,5.67,3.67,2700
16550,0.6,Ideal,D,VS1,61.9,54.9,5.4,5.43,3.35,2527
3037,0.41,Premium,F,VVS2,61.6,59.0,4.73,4.79,2.93,951
11998,1.01,Very Good,D,VS2,59.8,60.0,6.46,6.51,3.88,7487
20682,0.39,Ideal,F,SI1,,56.0,4.69,4.72,2.88,919
11332,0.7,Very Good,F,SI1,62.3,57.0,5.65,5.69,3.53,2196
4067,0.96,Very Good,G,SI1,60.3,57.0,6.35,6.38,3.84,4265
14415,1.16,Ideal,F,VVS2,61.8,56.7,6.7,6.78,4.16,10439
24132,1.04,Very Good,G,VS1,63.4,59.0,6.46,6.38,4.07,6814
3981,0.36,Premium,E,VS2,59.3,59.0,4.6,4.68,2.75,789
11577,0.31,Ideal,E,VVS1,61.7,56.0,4.36,4.33,2.68,988
12380,0.3,Premium,H,VS1,62.2,60.0,4.29,4.23,2.65,675
26358,1.01,Good,G,VVS2,63.2,59.0,6.27,6.35,3.99,7137
578,0.42,Ideal,G,VS1,61.2,54.0,4.82,4.86,2.96,921
15509,0.53,Good,E,SI1,62.6,64.0,5.13,5.22,3.24,1282
23386,0.3,Ideal,E,VS2,62.1,55.0,4.33,4.3,2.68,844
4592,1.02,Fair,I,SI2,66.2,57.0,6.34,6.26,4.17,3290
14325,0.37,Premium,F,VS2,60.5,59.0,4.62,4.67,2.81,696
7362,2.19,Premium,H,SI2,61.7,58.0,8.38,8.28,5.14,17554
2695,1.1,Premium,F,SI1,59.5,59.0,6.7,6.77,4.01,5717
5219,1.16,Ideal,F,VS2,61.4,56.0,6.83,6.78,4.18,9432
23451,0.72,Very Good,G,SI2,60.6,57.0,5.79,5.86,3.53,2114
16201,0.39,Ideal,G,IF,60.6,56.0,4.73,4.76,2.87,1209
12075,1.02,Premium,G,SI2,61.8,58.0,6.47,6.4,3.98,3496
12692,0.7,Premium,H,VS2,61.7,59.0,5.66,5.68,3.5,2010
26197,1.12,Premium,H,SI2,61.0,56.0,6.68,6.65,4.07,4077
24844,1.03,Ideal,E,SI1,62.2,57.0,6.42,6.48,4.01,5234
15356,0.9,Premium,E,VS2,,59.0,6.14,6.06,3.82,4687
24152,0.84,Very Good,G,VS2,61.8,57.0,6.04,6.07,3.74,3596
23566,1.2,Very Good,D,SI2,63.2,60.0,6.65,6.54,4.17,5174
2378,0.32,Premium,E,VVS2,61.5,58.0,4.36,4.42,2.7,842
21769,1.21,Ideal,E,VS2,62.4,54.0,6.86,6.8,4.26,9215
14747,0.41,Ideal,F,VVS2,61.2,56.0,4.78,4.82,2.94,1323
1789,2.03,Premium,I,SI2,62.8,59.0,8.08,8.04,5.06,13182
9458,0.31,Premium,G,VS2,61.7,59.0,4.34,4.31,2.67,698
14708,0.59,Ideal,G,VVS1,61.5,57.0,5.4,5.46,3.34,2166
6465,0.5,Premium,G,VS1,59.7,60.0,5.14,5.11,3.06,1746
2318,1.64,Premium,E,SI1,59.5,58.0,7.64,7.72,4.57,14107
18049,0.42,Very Good,E,VVS1,60.5,55.0,4.85,4.9,2.95,1365
24465,1.3,Very Good,I,VS1,62.6,57.0,6.92,6.95,4.34,6819
1010,1.23,Very Good,F,VVS2,62.4,58.0,6.74,6.89,4.26,10835
4106,0.42,Ideal,D,SI1,63.0,55.0,4.79,4.76,3.01,970
13737,1.26,Premium,I,VS2,61.2,59.0,7.03,6.9,4.26,6350
10479,0.73,Ideal,E,SI2,62.1,57.0,5.75,5.71,3.56,2155
5300,0.3,Ideal,G,VVS2,62.2,55.0,4.33,4.29,2.68,878
20585,1.03,Ideal,F,VS1,61.5,56.0,6.47,6.53,4.0,7906
17980,1.2,Premium,H,SI1,62.4,59.0,6.73,6.7,4.19,5899
11749,0.9,Ideal,E,VVS2,62.8,54.0,6.11,6.21,3.87,7286
3564,0.3,Premium,F,VVS2,61.0,59.0,4.33,4.3,2.63,945
22973,1.3,Ideal,G,VS1,62.0,55.0,7.02,6.98,4.34,10221
3411,1.5,Very Good,J,VS2,60.5,63.0,7.32,7.27,4.41,7308
223,0.55,Premium,E,VS2,61.4,57.0,5.29,5.27,3.24,1881
804,1.01,Good,E,SI1,63.5,58.0,6.28,6.35,4.01,4546
21365,0.29,Very Good,F,VVS1,61.5,56.0,4.26,4.3,2.63,563
3245,0.5,Ideal,G,VVS2,61.4,57.0,5.13,5.1,3.14,1935
20310,0.58,Very Good,I,VVS1,63.0,57.0,5.31,5.35,3.36,1790
5154,1.04,Premium,G,VVS1,58.2,60.0,6.71,6.66,3.89,6890
2140,0.3,Ideal,E,VS2,61.3,57.0,4.3,4.34,2.65,621
3714,2.01,Premium,H,SI1,62.7,59.0,8.08,8.03,5.05,17849
20100,0.56,Premium,G,SI1,61.7,58.0,5.31,5.29,3.27,1176
13119,1.16,Very Good,G,VVS2,61.6,58.0,6.67,6.73,4.13,9205
7102,0.71,Ideal,F,SI2,61.6,56.0,5.68,5.74,3.52,2202
23590,0.58,Premium,D,SI1,60.2,58.0,5.46,5.37,3.26,1879
25051,0.7,Fair,F,SI1,65.9,59.0,5.53,5.49,3.63,2167
9394,0.62,Fair,E,SI2,58.2,60.0,5.7,5.51,3.26,1435
20474,1.02,Premium,I,VS2,61.1,59.0,6.4,6.37,3.9,3713
1403,0.4,Premium,D,VS1,60.9,58.0,4.78,4.81,2.92,1123
19175,1.22,Very Good,G,VS2,62.3,58.0,6.79,6.82,4.24,8340
8604,1.03,Premium,H,SI2,62.3,59.0,6.46,6.42,4.01,4153
17773,1.5,Good,H,SI1,64.3,60.0,7.23,7.14,4.62,9946
4556,0.34,Very Good,G,VVS1,61.7,56.0,4.49,4.51,2.78,819
13588,0.31,Premium,H,SI1,59.0,57.0,4.44,4.4,2.61,573
7069,0.72,Ideal,J,VVS2,61.5,57.0,5.74,5.77,3.54,2150
19972,0.55,Very Good,H,VVS1,61.1,57.0,5.26,5.35,3.24,1881
1799,1.24,Premium,G,VS1,62.0,55.0,6.95,6.89,4.29,8449
8582,0.42,Ideal,E,VS1,60.9,57.0,4.83,4.86,2.95,1372
26853,0.42,Ideal,D,VS2,61.2,56.0,4.8,4.84,2.95,1031
16584,0.37,Premium,G,VS2,61.2,60.0,4.63,4.58,2.82,833
11623,0.25,Very Good,E,VVS1,57.7,62.0,4.16,4.19,2.41,548
17245,0.32,Ideal,E,VVS1,60.9,57.0,4.42,4.45,2.7,954
21027,0.31,Ideal,E,VS2,61.7,55.0,4.35,4.37,2.69,642
9841,0.71,Ideal,I,VS1,62.1,56.0,5.72,5.68,3.54,2327
12377,0.43,Ideal,G,VS1,61.9,55.0,4.84,4.86,3.0,943
14923,1.2,Premium,F,SI2,59.9,58.0,6.96,6.9,4.15,6055
8121,0.85,Ideal,E,SI1,,57.0,6.07,6.1,3.75,4363
25262,0.41,Very Good,F,SI1,62.8,57.0,4.69,4.73,2.96,755
26665,1.24,Ideal,I,SI2,61.9,57.0,6.87,6.92,4.27,5221
22571,0.32,Ideal,G,VS1,62.3,55.0,4.4,4.37,2.73,828
18597,1.59,Very Good,J,VS1,60.1,60.0,7.56,7.59,4.55,8515
3816,1.42,Premium,G,VS1,62.1,56.0,7.27,7.22,4.5,11434
11065,0.68,Good,G,VVS1,61.9,55.0,5.63,5.68,3.5,3225
17930,1.0,Premium,F,VS2,61.9,59.0,6.38,6.34,3.94,5606
23982,1.0,Premium,F,VS2,59.0,59.0,6.54,6.51,3.85,7072
14922,0.71,Very Good,I,SI1,60.4,63.0,5.8,5.73,3.48,2028
21937,1.56,Good,J,VS2,57.6,65.0,7.6,7.62,4.38,6966
16745,0.5,Ideal,G,VVS2,61.4,57.0,5.1,5.13,3.14,1838
3700,1.04,Good,F,VS2,63.7,58.0,6.34,6.43,4.07,6606
17906,0.9,Very Good,D,SI2,62.5,58.0,6.12,6.16,3.84,3798
19353,0.4,Premium,F,SI1,61.2,58.0,4.74,4.71,2.89,945
14672,1.0,Very Good,E,SI1,60.1,60.0,6.45,6.49,3.89,5865
9726,1.38,Premium,H,VS1,61.0,60.0,7.21,7.16,4.38,7233
23154,0.73,Ideal,E,SI2,61.0,57.0,5.81,5.87,3.56,2434
20325,1.05,Ideal,G,VS2,61.8,57.0,6.53,6.48,4.02,6586
13131,0.6,Very Good,D,SI1,62.2,58.0,5.4,5.44,3.37,1750
579,0.42,Premium,I,SI1,62.6,58.0,4.76,4.8,2.99,626
13643,0.75,Very Good,F,SI1,62.3,58.0,5.8,5.86,3.63,2573
12836,0.56,Ideal,D,VS1,61.7,56.0,5.3,5.33,3.28,1924
8615,0.57,Ideal,G,SI1,60.5,57.0,5.4,5.37,3.26,1369
7758,1.34,Ideal,H,VS2,60.8,55.0,7.18,7.12,4.35,7999
471,1.28,Ideal,H,SI2,61.8,57.0,7.0,6.97,4.32,5676
16457,0.31,Ideal,F,SI1,61.2,55.0,4.37,4.4,2.68,568
8612,0.3,Ideal,G,VVS1,61.5,57.0,4.28,4.31,2.64,764
6669,0.52,Ideal,H,IF,59.2,58.0,5.23,5.31,3.12,1967
3629,0.3,Premium,G,VVS1,61.8,59.0,4.28,4.33,2.66,789
6076,0.54,Very Good,F,VS1,61.0,58.0,5.24,5.25,3.2,1813
2401,0.3,Very Good,J,VS1,63.0,59.0,4.24,4.27,2.68,394
26391,1.28,Ideal,H,SI2,62.8,57.0,6.92,6.87,4.33,6451
8954,1.14,Premium,D,SI2,62.4,58.0,6.67,6.7,4.17,4513
19282,0.23,Very Good,E,VVS1,61.2,57.0,3.96,3.98,2.43,478
13045,0.71,Ideal,E,SI1,60.5,56.0,5.77,5.73,3.47,2823
24149,0.3,Premium,H,VS1,62.1,59.0,4.28,4.25,2.65,630
22421,0.4,Premium,D,SI1,61.4,56.0,4.83,4.72,2.93,990
25210,0.5,Very Good,F,VVS2,60.8,59.0,5.08,5.11,3.1,1915
25508,1.03,Ideal,F,SI1,62.1,56.0,6.5,6.46,4.03,6183
13972,0.42,Premium,E,SI1,62.0,58.0,4.82,4.85,3.0,722
4791,0.31,Premium,D,IF,60.2,59.0,4.39,4.42,2.65,1167
9793,1.09,Ideal,F,VS1,61.6,55.0,6.62,6.67,4.09,9786
18132,0.55,Ideal,F,SI2,61.1,56.0,5.25,5.33,3.24,1313
7237,0.3,Very Good,J,VS1,,61.0,4.33,4.38,2.66,427
25072,0.57,Premium,I,SI2,62.1,57.0,5.33,5.29,3.3,1097
3169,0.51,Ideal,D,VS1,61.7,54.0,5.12,5.15,3.17,1752
17596,0.71,Ideal,E,SI1,60.8,57.0,5.8,5.84,3.54,3360
12832,1.02,Ideal,I,VS2,60.8,57.0,6.42,6.5,3.93,4281
1302,1.01,Fair,F,VS1,61.7,61.0,6.6,6.49,4.04,6651
2690,0.56,Fair,E,SI2,64.5,61.0,5.18,5.14,3.33,1389
17233,0.43,Very Good,J,VVS2,63.6,56.0,4.78,4.85,3.06,774
25857,2.06,Premium,I,SI2,61.0,59.0,8.24,8.21,5.02,14982
17496,0.9,Good,G,SI1,62.2,62.5,6.08,6.1,3.78,3816
22745,0.24,Very Good,E,VVS1,62.0,60.0,3.96,4.01,2.47,485
14533,0.7,Ideal,D,SI2,60.4,56.0,5.78,5.81,3.5,2551
6306,0.72,Very Good,E,SI2,61.4,58.0,5.76,5.8,3.55,2688
17734,0.43,Ideal,J,IF,62.4,56.0,4.84,4.87,3.03,890
22817,2.08,Premium,G,VS2,61.3,58.0,8.21,8.17,5.02,16854
20752,0.59,Fair,I,VS1,64.4,59.0,5.29,5.21,3.38,1229
22792,1.01,Good,E,SI1,63.7,58.0,6.36,6.32,4.04,5226
23842,1.22,Premium,I,VS1,61.1,58.0,6.84,6.91,4.2,6012
6467,1.52,Very Good,D,SI2,60.9,59.0,7.35,7.4,4.49,9343
17737,0.5,Very Good,E,VVS2,61.7,61.0,5.09,5.12,3.15,2083
3184,0.52,Premium,D,VS2,62.8,58.0,5.14,5.11,3.22,1842
14338,0.23,Very Good,H,VS1,59.4,61.0,4.0,4.05,2.39,338
7192,0.51,Ideal,H,IF,62.3,54.0,5.14,5.17,3.21,1879
26612,1.11,Ideal,G,SI1,61.9,57.0,6.63,6.66,4.11,5408
9196,2.02,Premium,G,SI2,61.3,56.0,8.22,8.16,5.02,16929
20688,1.01,Premium,G,VS1,60.8,58.0,6.44,6.51,3.94,6499
20583,0.32,Ideal,D,VVS1,61.8,56.0,4.39,4.41,2.72,1067
3554,0.4,Ideal,G,VS2,62.3,57.0,4.71,4.7,2.93,1035
14131,1.54,Premium,I,VS1,61.6,58.0,7.42,7.39,4.56,10349
12558,1.0,Very Good,E,I1,63.0,57.0,6.32,6.35,3.99,3300
19932,0.58,Very Good,I,VVS1,63.0,57.0,5.29,5.34,3.35,1636
19596,0.46,Ideal,E,VVS1,62.6,57.0,4.89,4.98,3.09,1586
756,1.03,Premium,F,VS2,62.6,58.0,6.45,6.4,4.02,5774
26441,0.3,Ideal,E,VS2,62.5,56.0,4.3,4.28,2.68,844
9721,1.08,Very Good,G,SI1,60.6,58.0,6.58,6.73,4.03,4906
10262,1.03,Ideal,G,VS1,61.7,56.0,6.47,6.53,4.01,7587
13385,0.95,Premium,G,SI2,60.5,62.0,6.44,6.36,3.88,3671
9516,2.01,Very Good,H,SI1,,60.0,8.25,8.2,4.94,17476
2893,1.31,Ideal,J,SI1,62.5,56.0,6.95,7.04,4.37,6337
16678,2.0,Very Good,J,SI1,63.3,59.0,7.95,7.89,5.01,11189
8883,0.3,Very Good,E,VS2,62.9,58.0,4.27,4.31,2.7,544
10307,1.07,Premium,G,VS2,62.1,58.0,6.59,6.55,4.08,6471
15603,1.5,Fair,E,SI1,58.2,66.0,7.45,7.4,4.32,11128
701,0.53,Premium,H,SI1,60.9,60.0,5.26,5.19,3.18,1193
10687,0.33,Premium,F,SI1,60.9,59.0,4.42,4.45,2.7,550
25444,0.7,Ideal,G,VS1,61.5,56.0,5.7,5.75,3.52,3065
13221,1.01,Ideal,G,SI1,62.7,57.0,6.3,6.34,3.96,5555
18859,0.72,Ideal,G,VVS1,62.2,57.0,5.72,5.75,3.57,3502
22477,1.6,Premium,H,SI2,59.4,59.0,7.55,7.6,4.5,8184
18288,0.34,Ideal,E,VS1,61.2,57.0,4.45,4.51,2.74,805
11080,2.23,Premium,J,SI1,62.4,59.0,8.33,8.36,5.21,14129
14015,0.53,Ideal,G,VS1,61.9,55.0,5.22,5.25,3.24,1695
2355,0.32,Premium,F,SI2,59.7,59.0,4.43,4.48,2.66,421
490,1.22,Premium,H,SI1,60.6,60.0,6.92,6.85,4.17,6387
24633,1.51,Good,J,VS1,61.5,59.0,7.26,7.31,4.48,8271
12114,1.52,Ideal,G,VS2,61.4,56.0,7.39,7.47,4.56,14692
558,1.25,Premium,F,VS2,61.5,60.0,6.93,6.89,4.25,8840
7472,0.33,Premium,G,VVS1,61.5,59.0,4.46,4.42,2.73,1040
19044,0.44,Ideal,H,IF,61.9,54.0,4.9,4.95,3.05,1177
21966,1.7,Ideal,G,VS2,61.3,57.0,7.67,7.6,4.68,15941
24120,0.3,Ideal,G,VS1,61.4,55.0,4.38,4.32,2.67,673
13882,1.44,Premium,H,SI2,62.1,55.0,7.25,7.2,4.49,7419
9558,1.07,Good,F,SI2,61.3,65.0,6.59,6.41,4.0,4446
6845,0.9,Premium,I,VS2,61.6,58.0,6.15,6.09,3.77,3478
8078,1.01,Ideal,E,VVS2,62.0,56.0,6.43,6.35,4.01,9483
11965,1.74,Premium,I,SI2,62.2,58.0,7.65,7.61,4.75,7858
19392,1.07,Very Good,G,SI1,60.5,62.0,6.6,6.69,4.02,4861
11696,0.43,Ideal,G,SI1,,57.0,4.84,4.87,2.98,790
17926,0.38,Ideal,F,VS1,60.9,55.0,4.69,4.73,2.87,891
24339,0.42,Ideal,G,VS1,62.5,54.0,4.84,4.79,3.01,984
11535,1.3,Fair,J,SI1,66.0,57.1,6.73,6.82,4.45,5488
26451,0.4,Ideal,F,SI1,62.9,57.0,4.7,4.68,2.95,945
16102,1.11,Ideal,G,IF,61.2,54.0,6.71,6.73,4.11,10053
18012,0.38,Ideal,F,VS1,62.8,56.0,4.64,4.59,2.9,998
1293,0.51,Premium,F,VS1,62.2,58.0,5.14,5.12,3.19,1749
4190,0.42,Premium,D,VS1,60.8,59.0,4.85,4.79,2.93,1235
11401,0.41,Ideal,F,VVS1,61.7,57.0,4.8,4.77,2.95,1356
22428,0.91,Very Good,I,VS2,,58.0,6.13,6.19,3.85,3579
17771,0.52,Ideal,G,VVS2,61.7,56.0,5.16,5.14,3.18,2012
2571,0.91,Very Good,E,VS2,62.8,59.0,6.15,6.17,3.87,4823
12786,1.17,Premium,H,I1,62.8,58.0,6.71,6.69,4.21,3669
19180,1.54,Premium,H,VS2,61.9,59.0,7.33,7.31,4.53,11769
13635,1.01,Very Good,H,SI1,63.4,59.0,6.34,6.28,4.0,4836
12655,0.35,Good,G,SI1,,56.0,4.46,4.5,2.84,522
7681,0.52,Very Good,F,SI2,57.9,61.0,5.28,5.33,3.07,1273
7696,1.21,Ideal,E,VS1,61.7,56.0,6.82,6.85,4.22,12111
21885,1.28,Ideal,G,IF,60.8,57.0,7.02,7.05,4.28,11372
19345,0.95,Good,I,SI2,63.8,57.0,6.23,6.13,3.94,2905
3494,1.21,Premium,G,SI2,60.3,58.0,6.96,6.9,4.18,5529
5212,1.22,Ideal,F,SI1,62.8,55.0,6.87,6.79,4.29,6456
1085,0.43,Ideal,E,VVS2,61.8,57.0,4.79,4.85,2.98,1308
26776,0.38,Premium,D,VVS2,61.9,56.0,4.65,4.63,2.87,1257
12170,0.31,Ideal,G,VS2,61.6,54.0,4.41,4.39,2.71,698
6006,0.7,Ideal,E,VS1,62.3,54.0,5.67,5.71,3.54,3345
19698,0.4,Good,H,VS2,59.4,64.0,4.82,4.75,2.84,945
23005,1.04,Ideal,H,SI1,61.7,56.0,6.51,6.55,4.03,5469
5939,0.96,Good,J,VS2,63.9,58.0,6.27,6.21,3.99,3312
17413,0.37,Ideal,J,SI1,62.2,53.0,4.63,4.67,2.89,451
11843,0.35,Ideal,E,VVS1,61.8,56.0,4.5,4.53,2.79,905
3568,1.01,Very Good,E,VVS2,63.4,57.0,6.45,6.33,4.05,8797
10507,1.06,Very Good,H,SI2,62.8,57.0,6.49,6.57,4.1,4372
24365,0.3,Ideal,E,SI1,62.4,57.0,4.27,4.29,2.67,499
11307,0.57,Premium,D,SI1,63.0,59.0,5.27,5.23,3.31,1949
25014,0.7,Ideal,D,VS1,63.1,54.0,5.62,5.65,3.56,3618
20760,0.24,Very Good,I,VVS1,62.3,57.0,3.95,3.98,2.47,336
12824,0.31,Ideal,G,VVS1,62.6,53.0,4.37,4.38,2.74,789
17414,0.32,Premium,G,VVS2,,60.0,4.45,4.42,2.67,936
14230,0.38,Ideal,G,VVS1,61.2,54.0,4.69,4.72,2.88,949
24204,0.5,Good,G,VS2,59.3,65.0,5.1,5.12,3.03,1259
2702,0.7,Good,E,SI1,63.5,58.0,5.62,5.65,3.58,2569
12013,1.37,Ideal,I,VS2,61.3,56.0,7.15,7.18,4.39,7500
26438,1.09,Ideal,H,SI1,61.1,57.0,6.6,6.69,4.1,5125
15808,0.7,Very Good,F,VVS1,59.3,62.0,5.74,5.77,3.41,3270
8172,1.06,Ideal,F,VS2,61.2,57.0,6.58,6.55,4.02,7592
20701,0.71,Very Good,G,SI1,62.7,58.0,5.7,5.72,3.58,2274
12843,0.3,Ideal,G,IF,60.9,56.0,4.34,4.36,2.65,863
9066,1.02,Ideal,H,SI1,60.0,59.0,6.56,6.55,3.93,4724
22620,0.32,Ideal,F,SI1,60.6,57.0,4.45,4.49,2.71,604
23977,0.74,Very Good,H,VVS1,62.4,57.0,5.76,5.81,3.61,3061
14186,0.3,Ideal,F,VVS1,62.4,56.0,4.31,4.28,2.68,1114
4235,1.27,Premium,H,VS2,58.9,61.0,7.09,7.03,4.16,5832
17992,0.82,Ideal,F,SI1,62.6,57.0,5.96,6.02,3.75,2974
22959,1.02,Premium,F,SI1,60.1,60.0,6.58,6.53,3.94,5686
4405,0.34,Premium,D,SI1,62.8,58.0,4.48,4.44,2.8,803
1537,0.32,Good,D,SI1,63.6,56.0,4.34,4.37,2.77,589
11282,1.05,Good,H,SI1,63.2,56.0,6.47,6.51,4.1,4937
10657,1.44,Premium,I,I1,62.7,55.0,7.21,7.18,4.51,4387
14840,1.08,Premium,F,SI2,59.9,58.0,6.75,6.66,4.01,3931
12440,0.37,Ideal,E,SI1,61.9,56.0,4.57,4.6,2.84,649
5115,0.7,Very Good,H,SI2,63.8,59.0,5.6,5.63,3.58,1807
22900,0.71,Ideal,H,VS1,61.6,57.0,5.74,5.79,3.55,2175
24078,0.3,Ideal,F,VS1,62.5,57.0,4.26,4.28,2.67,621
19559,2.01,Ideal,I,SI1,62.2,56.0,8.12,8.06,5.03,15116
9444,0.23,Very Good,E,VVS1,62.2,59.0,3.92,3.96,2.45,465
9563,1.14,Good,I,SI1,63.9,58.0,6.64,6.6,4.23,3639
3884,1.01,Good,F,SI1,61.6,63.0,6.42,6.47,3.97,4816
10537,0.46,Premium,E,VS1,61.9,58.0,4.91,4.94,3.05,1372
5290,0.33,Premium,I,VVS2,61.4,58.0,4.45,4.48,2.74,579
8429,0.9,Premium,I,SI1,62.1,59.0,6.2,6.17,3.84,3468
14076,0.72,Premium,D,VS2,61.1,60.0,5.74,5.69,3.49,2721
12910,1.5,Very Good,D,SI1,63.5,57.0,7.23,7.28,4.61,11352
6364,1.66,Premium,D,SI1,62.0,59.0,7.55,7.6,4.7,14224
7563,1.4,Ideal,H,SI1,62.4,56.0,7.11,7.18,4.46,8075
18372,0.4,Premium,E,SI1,61.0,59.0,4.74,4.71,2.88,882
9741,1.75,Good,I,VS1,58.3,59.0,7.92,7.97,4.63,13047
